package	version	architecture	source	package_url	size	sha256	requested_by
libraptor2-0	2.0.16-3ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/raptor2/libraptor2-0_2.0.16-3ubuntu0.1_amd64.deb	165342	27dd8775272765954117c81b763838b62eda8cac22a74a1e190ec39a806e4a15	apt-closure
librasqal3t64	0.9.33-2.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rasqal/librasqal3t64_0.9.33-2.1build1_amd64.deb	187582	c6714b7d1be5c6defa1ab13665b6340c522ddfb4cd4347de56eef4e1daa1b646	apt-closure
librav1e0	0.7.1-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rust-rav1e/librav1e0_0.7.1-2_amd64.deb	1021698	be10d7e2dc028d9d7791997a8710b7a9a3147151613750f0f08963fbe9ac993c	apt-closure
libraw1394-11	2.1.2-2build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libraw1394/libraw1394-11_2.1.2-2build3_amd64.deb	26192	0a6c9d979bd0301175340546a832c6dd4e94164eff9c4bcabcae97fb0dcf215b	apt-closure
libraw1394-dev	2.1.2-2build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libraw1394/libraw1394-dev_2.1.2-2build3_amd64.deb	38312	52272e1bbcdd327440c93eacfdf8c8b614d90e24407981618da7389f528db0d8	apt-closure
libraw23t64	0.21.2-2.1ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libraw/libraw23t64_0.21.2-2.1ubuntu0.24.04.2_amd64.deb	379252	0bc45859a07b3986d160f04be52a80d5d274151b02142def3755124263105035	apt-closure
librdf0t64	1.0.17-3.1ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/redland/librdf0t64_1.0.17-3.1ubuntu3_amd64.deb	102184	0c286ced65bb41ef6b5e7ac058f846043cf3d7dccac0f0281c55ac5b55cdb8b7	apt-closure
librdmacm1t64	50.0-2ubuntu0.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rdma-core/librdmacm1t64_50.0-2ubuntu0.2_amd64.deb	70698	7b7cc2fa16564bf301751b43d05d16f0846288b080d9a25a92a691d0df33fc68	apt-closure
libreadline-dev	8.2-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/readline/libreadline-dev_8.2-4build1_amd64.deb	167336	7298fb8ba3b779cead0c908c8c7a572ff6e271239527d2de5e0f59786f136613	apt-closure
libreadline8t64	8.2-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/readline/libreadline8t64_8.2-4build1_amd64.deb	152856	563977a16df03b611f5239cc1e9a0426e86479fcc616b5c9e200ea32063119e5	apt-closure
libreflectasm-java	1.11.9+dfsg-4	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreflectasm-java/libreflectasm-java_1.11.9%2bdfsg-4_all.deb	24838	5f3f89bf319e4c5f6e2685b02fed3f8dc255bfb49e1d78262830220c923dbff7	apt-closure
libreiserfscore0t64	1:3.6.27-7.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/reiserfsprogs/libreiserfscore0t64_3.6.27-7.1build1_amd64.deb	76220	6c2dfd68a96f4ea7ab26b548cd1dab1965c7fff491b45064665f7ffccda13108	apt-closure
libreoffice	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice_24.2.7-0ubuntu0.24.04.6_amd64.deb	14882	be20ee82b22794c912111b0c00b50e5ff19090be0ae110ee0df7a2c4a056094c	apt-closure
libreoffice-base	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice-base_24.2.7-0ubuntu0.24.04.6_amd64.deb	1690046	d58a165183df73f0aad2ea50195a0933044810e9feec9f6f5f64469400ee0ae0	apt-closure
libreoffice-base-core	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-base-core_24.2.7-0ubuntu0.24.04.6_amd64.deb	983216	11dad67adf99070143ed7cb7584a46dbd26a31218cb4fa7b06ff42d888c71dfc	apt-closure
libreoffice-base-drivers	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice-base-drivers_24.2.7-0ubuntu0.24.04.6_amd64.deb	597896	2c2b63742f26d4187102565f822ca551acc55e9f14344035f422100c08c1e842	apt-closure
libreoffice-calc	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-calc_24.2.7-0ubuntu0.24.04.6_amd64.deb	8792548	492b7fe6b715057339f935b4cbfe513784d393505dde319793c33443c6b96c7e	apt-closure
libreoffice-common	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-common_24.2.7-0ubuntu0.24.04.6_all.deb	20299072	be5e3dbb3293263630cd84fe6cb9409657ac89aee3b7d2d2cb6a90cbba0a33bb	apt-closure
libreoffice-core	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-core_24.2.7-0ubuntu0.24.04.6_amd64.deb	43010656	cf3ccc14987e7e2662dab5e97a30b48b1ea813b4e4304dc27399217322fc9984	apt-closure
libreoffice-draw	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-draw_24.2.7-0ubuntu0.24.04.6_amd64.deb	3621034	4681fd7c7672ed07e5e6b8503b484e4a84e25ed7ad04563fcb4cb1a0364a8734	apt-closure
libreoffice-impress	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-impress_24.2.7-0ubuntu0.24.04.6_amd64.deb	903338	e1a818b9ef99bbffda1c83a87323fe0c2a84b53fe844680bbc23d43fb300fe24	apt-closure
libreoffice-math	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-math_24.2.7-0ubuntu0.24.04.6_amd64.deb	578030	696e5101311c9a5279e06219f2e8264fea316f03659dc2e77cf40c755e0c8b62	apt-closure
libreoffice-report-builder-bin	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice-report-builder-bin_24.2.7-0ubuntu0.24.04.6_amd64.deb	988184	0ad6c656360edcfa7253e60a5eaa9bdf7da266253c22d1ebb0c05bc196b69876	apt-closure
libreoffice-style-colibre	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-style-colibre_24.2.7-0ubuntu0.24.04.6_all.deb	7276252	5d092c4608a3b1c8eee16211bc23919b839aef02bf5ec440ce4e89f9bf1b6538	apt-closure
libreoffice-uiconfig-base	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/libreoffice/libreoffice-uiconfig-base_24.2.7-0ubuntu0.24.04.6_all.deb	84484	2c567c6bcf39ac6b56c68647f00287057614306045bedb2591855d1e37254bd6	apt-closure
libreoffice-uiconfig-calc	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-calc_24.2.7-0ubuntu0.24.04.6_all.deb	192716	bb22b7e668417a9f7c36d18215c0aebe0ddb52150669e6974a7b944b332aa06f	apt-closure
libreoffice-uiconfig-common	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-common_24.2.7-0ubuntu0.24.04.6_all.deb	343192	1c8ade5943d16344737c96b00efb3e8de4fabe8b13220832a72e43ca6075e4fa	apt-closure
libreoffice-uiconfig-draw	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-draw_24.2.7-0ubuntu0.24.04.6_all.deb	112260	ad408d73055a32842dccfa754fe791cc3c46676e63890cd873b9a0b73ff6eef2	apt-closure
libreoffice-uiconfig-impress	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-impress_24.2.7-0ubuntu0.24.04.6_all.deb	165418	ecb135d71307c17827db0137c633dce298d5fbeff26005fba99221793a530405	apt-closure
libreoffice-uiconfig-math	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-math_24.2.7-0ubuntu0.24.04.6_all.deb	60354	b0d6dc8c6c84277f30fad89c4a88e0a1d71f152bca9bdc13d4cd8d338e5f5d53	apt-closure
libreoffice-uiconfig-writer	4:24.2.7-0ubuntu0.24.04.6	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-uiconfig-writer_24.2.7-0ubuntu0.24.04.6_all.deb	264854	27771f09dbf48917b1bec3bc1659f97672340acb0e098f771f2c6ceb9dd11c13	apt-closure
libreoffice-writer	4:24.2.7-0ubuntu0.24.04.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/libreoffice/libreoffice-writer_24.2.7-0ubuntu0.24.04.6_amd64.deb	10957396	404e989725d6b5a2e48f5b9967e6ca096d1d922f4a03725483bd6ebf4f7ac5f3	apt-closure
librevenge-0.0-0	0.0.5-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/librevenge/librevenge-0.0-0_0.0.5-3build1_amd64.deb	210750	f7ca7f05304a9716d46be12dba686ffd2ef15fada083122f30aac13f47d8a1e2	apt-closure
librhash0	1.4.3-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rhash/librhash0_1.4.3-3build1_amd64.deb	128748	e9ee69963ff1a56378b9c5ffdd21ea0feaec9647c522349b7612b25103490528	apt-closure
librhino-java	1.7.14-2.1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rhino/librhino-java_1.7.14-2.1_all.deb	1330258	578c4f684856f9c5df6c5c0d577e0082fdb0f54748e76c07c8344ec68539e3e9	apt-closure
librist4	0.2.10+dfsg-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/librist/librist4_0.2.10%2bdfsg-2_amd64.deb	74894	c8050889949e75064db8c9c25c7e41d4d2a79be7a60e6537f9d9ab54774495dd	apt-closure
librpm9t64	4.18.2+dfsg-2.1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rpm/librpm9t64_4.18.2%2bdfsg-2.1build2_amd64.deb	216762	04e7ec5f2960f43b317d1f6016af9ccd843924783c38a9826d9675915579d3fb	apt-closure
librpmio9t64	4.18.2+dfsg-2.1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rpm/librpmio9t64_4.18.2%2bdfsg-2.1build2_amd64.deb	95170	1cd838311f359300983b7df4de609062d8fcffc0987c28b1bc4ab3e828d9fa02	apt-closure
librsvg2-2	2.58.0+dfsg-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/librsvg/librsvg2-2_2.58.0%2bdfsg-1build1_amd64.deb	2135414	47178c8632e70a0fd2c620e87c5d4d873b07f76c16e2e3c642693f8176a0af88	apt-closure
librsvg2-common	2.58.0+dfsg-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/librsvg/librsvg2-common_2.58.0%2bdfsg-1build1_amd64.deb	11784	9bd433fc5af715d9f14d5ca1d083218660358507f586f771c36e30f59c831407	apt-closure
librtmp1	2.4+20151223.gitfa8646d.1-2build7	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rtmpdump/librtmp1_2.4%2b20151223.gitfa8646d.1-2build7_amd64.deb	56342	967a39dbc14236d1580ede01d80fd78444668572e716734e1ac66c175052594e	apt-closure
librttopo-dev	1.1.0-3build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/librttopo/librttopo-dev_1.1.0-3build2_amd64.deb	238414	1bb5ec5da2bcbc89033794fc56ccb0f17fbf004dcfdf20d1222ecb2a323dbdba	apt-closure
librttopo1	1.1.0-3build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libr/librttopo/librttopo1_1.1.0-3build2_amd64.deb	190582	975531819057f598ceaeb6561a9d9dbc48ed2e3b0f64a7d3fa2b81c1c9600a8d	apt-closure
librubberband2	3.3.0+dfsg-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rubberband/librubberband2_3.3.0%2bdfsg-2build1_amd64.deb	129894	96ebaf773ad933a5269859cb3b09488b7b0b58387ebfbd7b7c469dd2b32d5d8b	apt-closure
libsamplerate0	0.2.2-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsamplerate/libsamplerate0_0.2.2-4build1_amd64.deb	1343954	8a389d1cae81860c9fb7cd9641c3f9d38815e80c0379b3181b4317489126f738	apt-closure
libsasl2-2	2.1.28+dfsg1-5ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cyrus-sasl2/libsasl2-2_2.1.28%2bdfsg1-5ubuntu3.1_amd64.deb	53194	eda097f98dcb3a08b9ce157d6191d140e4885c1cba47b683c94b8ca45e88f458	apt-closure
libsasl2-modules-db	2.1.28+dfsg1-5ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cyrus-sasl2/libsasl2-modules-db_2.1.28%2bdfsg1-5ubuntu3.1_amd64.deb	20354	1f13548b1774cd9c70c50b8c3267204a101334a4d2f979338896ba5a4c6f81b8	apt-closure
libsbc1	2.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/sbc/libsbc1_2.0-1build1_amd64.deb	33918	d4d453e7673218fc2f917dbabb2492a5a81155c2305f6fe63a37cadcaa806128	apt-closure
libsctp1	1.0.19+dfsg-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lksctp-tools/libsctp1_1.0.19%2bdfsg-2build1_amd64.deb	9146	744b9178739db560cc7eb8da41ac58798443b4ec9227bc3ccea66d8b527f69b9	apt-closure
libsdl2-2.0-0	2.30.0+dfsg-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsdl2/libsdl2-2.0-0_2.30.0%2bdfsg-1ubuntu3.1_amd64.deb	685580	a2e733f1339272f22cf7777d454b5d4f71e27335d89d4c99cf41e1ce1bb5c462	apt-closure
libseccomp2	2.5.5-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libseccomp/libseccomp2_2.5.5-1ubuntu3.1_amd64.deb	50424	33fc96f1e008d27c042a3db9bcd16f7f4d49e866f7a3141b758a799328dbdc3f	apt-closure
libsecret-1-0	0.21.4-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsecret/libsecret-1-0_0.21.4-1build3_amd64.deb	116332	7d7263ffc92c33042328f99c93433a846e8d9e549876dab18ba18606e6541ecd	apt-closure
libsecret-common	0.21.4-1build3	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsecret/libsecret-common_0.21.4-1build3_all.deb	4962	41866e9026e451fd25a4cbe887fa56c43219f9f3eda88d1831452ba6d6b8bb5b	apt-closure
libselinux1	3.5-2ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libselinux/libselinux1_3.5-2ubuntu2.1_amd64.deb	79660	6abaa6c26f46ef17764c4a753e0e84de1cdadde5634fd2987621fdc617988d19	apt-closure
libsemanage-common	3.5-1build5	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsemanage/libsemanage-common_3.5-1build5_all.deb	10144	e10cd93f0b6941566de04b860b723df57ca3fe4a9255a73b2be0d1dc7df2850e	apt-closure
libsemanage2	3.5-1build5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsemanage/libsemanage2_3.5-1build5_amd64.deb	93178	56102dcbd410416d03c5ffb80958f54ac63936f4d9eb3f6a98964e680a82ce37	apt-closure
libsensors-config	1:3.6.0-9build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lm-sensors/libsensors-config_3.6.0-9build1_all.deb	5546	148103a436fd273dabfe0fe41dc54873df46227b59b2c7ac7339d7e2ddfd033b	apt-closure
libsensors5	1:3.6.0-9build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lm-sensors/libsensors5_3.6.0-9build1_amd64.deb	26600	515ed1fbe2bc99926c44fe10b1beb9c3510068c344adda334303098d669ba1e5	apt-closure
libsepol2	3.5-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsepol/libsepol2_3.5-2build1_amd64.deb	302950	47272bab0c2fcc350431f9a8ae63afc49ce6d7e71e63c914639fbda6b1ca9f6a	apt-closure
libserd-0-0	0.32.2-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/serd/libserd-0-0_0.32.2-1_amd64.deb	43568	5ede35e66656c136b6a803aebeac92b2c061ec4d147820a730dd9c2a1315f57a	apt-closure
libserf-1-1	1.3.10-1ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/serf/libserf-1-1_1.3.10-1ubuntu0.24.04.1_amd64.deb	48202	4b7fabb98cd1b7c253307fc3de0f31d70993bfb9db23230484b622889e0230d8	apt-closure
libservlet-api-java	4.0.1-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/servlet-api/libservlet-api-java_4.0.1-2_all.deb	81040	2ddb8e72bc8bb7b3f2b9216f073a02494d4ae1608253abc9022b84cf659db219	apt-closure
libsframe1	2.42-4ubuntu2.10	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/b/binutils/libsframe1_2.42-4ubuntu2.10_amd64.deb	15724	72093fb456864db55f1352bfa5e952a94f7abaff64e71dff1fbf001db1984564	apt-closure
libsharpyuv-dev	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libsharpyuv-dev_1.3.2-0.4build3_amd64.deb	16018	50fd7a62a400cecd8fb69839eb4713361ac5d7ad6d6dfdcd8d0e922823151952	apt-closure
libsharpyuv0	1.3.2-0.4build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libw/libwebp/libsharpyuv0_1.3.2-0.4build3_amd64.deb	15786	4e1763494e5b9d34192313aa88e38201fc67b3f13ea96ca268d26401a3002791	apt-closure
libshine3	3.1.1-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/shine/libshine3_3.1.1-2build1_amd64.deb	23170	88a6e24ebb4be1c085acadb7778076de6980fa7e63b82570e29cc0f8a17a516b	apt-closure
libshout3	2.4.6-1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libshout/libshout3_2.4.6-1build2_amd64.deb	50340	b99146a88b414c828285435e10cb39e6ab10b299182b42c85727e2e8ec0eb156	apt-closure
libsigc++-2.0-0v5	2.12.1-2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsigc%2b%2b-2.0/libsigc%2b%2b-2.0-0v5_2.12.1-2_amd64.deb	12782	a3158061bf6e783e3aef8c8f94eab278d0a1ad8e2d56135b18c9fab5a3d3502c	apt-closure
libsigsegv2	2.14-1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsigsegv/libsigsegv2_2.14-1ubuntu2_amd64.deb	15042	889f338bea4ebfd999939d946da4ac0a45668264a5aae78e023feeb0529505b8	apt-closure
libsimple-http-java	4.1.21-1.1fakesync1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/simple-http/libsimple-http-java_4.1.21-1.1fakesync1_all.deb	210816	00bbabb4847d803b17cc4521c50c1cfd753ea45c001e2aa09cc10862befe7cc9	apt-closure
libsisu-inject-java	0.3.4-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/sisu-inject/libsisu-inject-java_0.3.4-2_all.deb	346848	c7f6f52153bb2d5c296db9b15d92ad84bd44bf2fcb34c08fb848913c8c204d02	apt-closure
libsisu-plexus-java	0.3.4-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/sisu-plexus/libsisu-plexus-java_0.3.4-3_all.deb	180992	2eccc578c7b5e511692ec5aed3188a04198439bc636c2d386a54956fe5c8c8d6	apt-closure
libslang2	2.3.3-3build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/slang2/libslang2_2.3.3-3build2_amd64.deb	505982	352deab8d4dcb023ecffc766088d9c5420c36a3bef9ef5b1c9b173d1c3c88bd7	apt-closure
libslf4j-java	1.7.32-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libs/libslf4j-java/libslf4j-java_1.7.32-1_all.deb	140954	963b9764cfaa16ebd851dd8625193ad25d1b32767a6eafb73f6125d081cb5bf3	apt-closure
libslirp0	4.7.0-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libslirp/libslirp0_4.7.0-1ubuntu3.1_amd64.deb	63830	4efa2d1c509de4d10fe965e86a3d864bf542996caf476d9111fd882c73857164	apt-closure
libsm6	2:1.2.3-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsm/libsm6_1.2.3-1build3_amd64.deb	15684	1d27ebc381b499075a28c504be4d7d424c63b6866354736ac7f8d25813860cdf	apt-closure
libsmartcols1	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/libsmartcols1_2.39.3-9ubuntu6.5_amd64.deb	65810	c0ab7426300c645ac84d195134143866bd0d6bd33831df3d63d5ab29994984ca	apt-closure
